"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors"
"2017-06-06T11:11:09";"1";"6";"100";"50";"616";"15.768834059513665";"-11.356553495976925";"0";"False"
"2017-06-06T11:11:10";"1";"7";"200";"170";"336";"-37.78869674096927";"-8.803398874989512";"0";"False"
"2017-06-06T11:11:11";"1";"8";"150";"50";"480";"7.296944757124379";"-14.299754009374738";"0";"False"
"2017-06-06T11:11:11";"1";"9";"250";"170";"648";"-7.479816058301253";"47.98797596089352";"0";"False"
"2017-06-06T11:11:12";"1";"10";"100";"20";"864";"11.452846326765325";"-5.452189536827348";"0";"False"
"2017-06-06T11:11:13";"1";"11";"200";"200";"304";"-50.52565905545271";"-30.26095119260708";"0";"False"
"2017-06-06T11:11:14";"1";"12";"150";"50";"456";"-2.320730509852069";"-2.1782843052410215";"0";"False"
"2017-06-06T11:11:15";"1";"13";"250";"20";"600";"-2.1262133631100824";"-4.317217877681571";"0";"False"
"2017-06-06T11:11:16";"1";"14";"200";"20";"855";"-3.487189948035166";"2.0487052511748516";"0";"False"
"2017-06-06T11:11:16";"1";"15";"150";"200";"328";"56.39805865747553";"57.571894218545594";"0";"False"
"2017-06-06T11:11:17";"1";"16";"200";"50";"561";"0.01614715335904293";"-12.609619231285194";"0";"False"
"2017-06-06T11:11:18";"1";"17";"100";"50";"368";"10.630778703664873";"3.261826174069938";"0";"False"
"2017-06-06T11:11:18";"1";"18";"200";"200";"361";"28.113630891431285";"-60.10371511986338";"0";"False"
"2017-06-06T11:11:19";"1";"19";"250";"50";"696";"-7.94631307311829";"-1.2542485937368326";"0";"False"
=======
"2017-06-06T10:55:31";"1";"0";"100";"200";"1302";"24.0";"16.0";"0";"False"
"2017-06-06T10:55:32";"1";"1";"150";"200";"670";"72.0";"14.0";"0";"False"
"2017-06-06T10:55:37";"1";"2";"200";"200";"3961";"81.0";"-30.0";"0";"False"
"2017-06-06T10:55:41";"1";"3";"250";"170";"1193";"75.0";"-6.0";"0";"False"
"2017-06-06T10:55:42";"1";"4";"100";"200";"-1";"100.0";"0.0";"0";"False"
"2017-06-06T10:55:43";"1";"5";"150";"200";"205";"57.0";"-4.0";"0";"False"
"2017-06-06T10:55:44";"1";"6";"150";"20";"625";"-7.0";"5.0";"0";"False"
"2017-06-06T10:55:45";"1";"7";"150";"20";"687";"9.0";"1.0";"0";"False"
"2017-06-06T10:55:46";"1";"8";"200";"50";"616";"16.0";"-2.0";"0";"False"
"2017-06-06T10:55:46";"1";"9";"150";"20";"625";"10.0";"5.0";"0";"False"
"2017-06-06T10:55:48";"1";"10";"250";"20";"1701";"8.0";"7.0";"0";"False"
>>>>>>> c1db5ba1c64a94a142d0bfcbc49fbaa6887653dd
"timestamp (ISO)";"user_id";"trial";"target_distance";"target_size";"movement_time (ms)";"click_offset_x";"click_offset_y";"number_of_errors";"improved_pointing"
"2017-06-06T11:14:05";"1";"0";"250";"50";"608";"8.65738368864345";"7.0839890607359735";"0";"False"
"2017-06-06T11:14:06";"1";"1";"100";"200";"272";"-19.08089953765443";"65.1627183447664";"0";"False"
"2017-06-06T11:14:07";"1";"2";"150";"200";"312";"-15.809010987613192";"40.07757818501818";"0";"False"
"2017-06-06T11:14:07";"1";"3";"150";"50";"688";"-1.8217156947589501";"5.320730509852012";"0";"False"
"2017-06-06T11:14:08";"1";"4";"100";"200";"264";"-54.278760968653955";"30.395555688102206";"0";"False"
"2017-06-06T11:14:09";"1";"5";"200";"50";"704";"6.512810051964834";"-4.048705251174965";"0";"False"
"2017-06-06T11:14:11";"1";"6";"150";"50";"2504";"15.257341848420197";"-4.844490282214679";"3";"False"
"2017-06-06T11:14:13";"1";"7";"200";"20";"760";"-6.058083955445682";"1.7881942018985342";"0";"False"
"2017-06-06T11:14:13";"1";"8";"150";"200";"272";"-66.87280664334878";"-10.963534547343102";"0";"False"
